graph_seed,state,search_count,cumulative_best_search_score,heldout_score_of_search_winner,winning_repeat
93002,transition_mid,12,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,13,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,14,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,15,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,16,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,17,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,18,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,19,0.6251851916313171,0.3264797776937484,5
93002,transition_mid,20,0.6419904828071594,0.31491268798708916,19
93002,sparse_drive,1,0.566407322883606,0.30080878734588623,0
93002,sparse_drive,2,0.566407322883606,0.30080878734588623,0
93002,sparse_drive,3,0.579105019569397,0.36873024329543114,2
93002,sparse_drive,4,0.5793716311454773,0.32512389868497843,3
93002,sparse_drive,5,0.5793716311454773,0.32512389868497843,3
93002,sparse_drive,6,0.5793716311454773,0.32512389868497843,3
93002,sparse_drive,7,0.5793716311454773,0.32512389868497843,3
93002,sparse_drive,8,0.5793716311454773,0.32512389868497843,3
93002,sparse_drive,9,0.5793716311454773,0.32512389868497843,3
93002,sparse_drive,10,0.5930449366569519,0.41747925616800785,9
93002,sparse_drive,11,0.5930449366569519,0.41747925616800785,9
93002,sparse_drive,12,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,13,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,14,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,15,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,16,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,17,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,18,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,19,0.593237042427063,0.4473334439098835,11
93002,sparse_drive,20,0.593237042427063,0.4473334439098835,11
93003,transition_mid,1,0.6183724403381348,0.3765147216618061,0
93003,transition_mid,2,0.6183724403381348,0.3765147216618061,0
93003,transition_mid,3,0.6183724403381348,0.3765147216618061,0
93003,transition_mid,4,0.621692955493927,0.3628216776996851,3
93003,transition_mid,5,0.621692955493927,0.3628216776996851,3
93003,transition_mid,6,0.621692955493927,0.3628216776996851,3
93003,transition_mid,7,0.621692955493927,0.3628216776996851,3
93003,transition_mid,8,0.621692955493927,0.3628216776996851,3
93003,transition_mid,9,0.621692955493927,0.3628216776996851,3
93003,transition_mid,10,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,11,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,12,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,13,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,14,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,15,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,16,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,17,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,18,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,19,0.6222007274627686,0.4077969044446945,9
93003,transition_mid,20,0.6326530575752258,0.49842892959713936,19
93003,sparse_drive,1,0.5679755210876465,0.24771216511726377,0
93003,sparse_drive,2,0.5692800879478455,0.23170353099703786,1
93003,sparse_drive,3,0.5692800879478455,0.23170353099703786,1
93003,sparse_drive,4,0.5692800879478455,0.23170353099703786,1
93003,sparse_drive,5,0.5692800879478455,0.23170353099703786,1
93003,sparse_drive,6,0.5692800879478455,0.23170353099703786,1
93003,sparse_drive,7,0.5692800879478455,0.23170353099703786,1
93003,sparse_drive,8,0.5735901594161987,0.28917888179421425,7
93003,sparse_drive,9,0.5735901594161987,0.28917888179421425,7
93003,sparse_drive,10,0.5857371687889099,0.28723529167473316,9
93003,sparse_drive,11,0.5857371687889099,0.28723529167473316,9
93003,sparse_drive,12,0.5857371687889099,0.28723529167473316,9
93003,sparse_drive,13,0.5882952809333801,0.25150789320468897,12
93003,sparse_drive,14,0.5882952809333801,0.25150789320468897,12
93003,sparse_drive,15,0.5882952809333801,0.25150789320468897,12
93003,sparse_drive,16,0.5882952809333801,0.25150789320468897,12
93003,sparse_drive,17,0.5882952809333801,0.25150789320468897,12
93003,sparse_drive,18,0.5882952809333801,0.25150789320468897,12
93003,sparse_drive,19,0.5882952809333801,0.25150789320468897,12
93003,sparse_drive,20,0.5882952809333801,0.25150789320468897,12
